orth,phon,type,freq,log_freq
wink,/wiNk/,#,7,2.197224577
wipe,/wIp/,#,10,2.48490665
wire,/wIr/,#,42,3.784189634
wise,/wIz/,#,36,3.63758616
wish,/wiS/,#,110,4.718498871
wisp,/wisp/,#,2,1.386294361
wit,/wit/,LEC,20,3.091042453
witch,/wiC/,#,5,1.945910149
with,/wiT/,HEC,7289,8.89439599
woe,/wO/,#,5,1.945910149
woke,/wOk/,#,14,2.772588722
wolf,/wulf/,#,6,2.079441542
womb,/wUm/,#,1,1.098612289
won,/w^n/,#,68,4.248495242
wont,/wOnt/,#,2,1.386294361
woo,/wU/,#,3,1.609437912
wood,/wud/,#,55,4.043051268
wool,/wul/,LFE,10,2.48490665
word,/wurd/,HFE,274,5.620400866
wore,/wOr/,#,65,4.204692619
work,/wurk/,HFE,760,6.635946556
world,/wurld/,#,787,6.670766321
worm,/wurm/,LFE,4,1.791759469
worn,/wOrn/,#,23,3.218875825
worse,/wurs/,#,50,3.951243719
worst,/wurst/,#,34,3.583518938
worth,/wurT/,LSTR,94,4.564348191
would,/wud/,#,2714,7.906915489
wound,/wUnd/,homg,28,3.401197382
wound,/wWnd/,homg,28,3.401197382
wove,/wOv/,#,3,1.609437912
wow,/wW/,#,1,1.098612289
wrack,/r@k/,#,1,1.098612289
wrap,/r@p/,#,5,1.945910149
wrath,/r@T/,#,9,2.397895273
wreak,/rEk/,#,1,1.098612289
wreath,/rET/,#,8,2.302585093
wreck,/rek/,#,8,2.302585093
wren,/ren/,#,1,1.098612289
wrest,/rest/,#,1,1.098612289
wretch,/reC/,#,1,1.098612289
wring,/riN/,#,2,1.386294361
wrist,/rist/,#,10,2.48490665
writ,/rit/,#,7,2.197224577
write,/rIt/,HEC,106,4.682131227
writhe,/rID/,#,2,1.386294361
wrong,/roN/,#,129,4.875197323
wrote,/rOt/,#,181,5.209486153
wrought,/rot/,#,3,1.609437912
wry,/rI/,#,5,1.945910149
yacht,/yat/,#,4,1.791759469
yak,/y@k/,#,1,1.098612289
yam,/y@m/,#,1,1.098612289
yang,/y@N/,#,1,1.098612289
yank,/y@Nk/,#,7,2.197224577
yard,/yard/,#,35,3.610917913
yarn,/yarn/,#,14,2.772588722
yaw,/yo/,#,1,1.098612289
yawl,/yol/,#,1,1.098612289
yawn,/yon/,#,2,1.386294361
yea,/yA/,#,3,1.609437912
yeah,/y@/,#,1,1.098612289
year,/yEr/,#,660,6.495265556
yearn,/yurn/,#,1,1.098612289
yeast,/yEst/,#,3,1.609437912
yell,/yel/,#,9,2.397895273
yelp,/yelp/,LSTR,2,1.386294361
yen,/yen/,#,3,1.609437912
yes,/yes/,#,144,4.983606622
yet,/yet/,#,419,6.042632834
yield,/yEld/,#,35,3.610917913
yoke,/yOk/,#,3,1.609437912
yolk,/yOk/,#,1,1.098612289
yon,/yan/,#,1,1.098612289
yore,/yOr/,#,2,1.386294361
york,/yOrk/,#,301,5.713732806
you,/yU/,#,3286,8.098034756
young,/y^N/,HSTR,385,5.958424693
your,/yOr/,#,923,6.829793738
youth,/yUT/,#,82,4.430816799
zeal,/zEl/,#,8,2.302585093
zen,/zen/,#,1,1.098612289
zest,/zest/,#,5,1.945910149
zinc,/ziNk/,#,10,2.48490665
zing,/ziN/,#,1,1.098612289
zip,/zip/,#,1,1.098612289
zit,/zit/,#,1,1.098612289
zone,/zOn/,#,11,2.564949357
zoo,/zU/,#,9,2.397895273
zounds,/zWnz/,#,2,1.386294361
